id_number,org_size_1_99,org_size_100_499,org_size_500_999,org_size_1000_4999,org_size_greaterthan_5000,Has_Website,Number_of_Vehicles__c,Segment_E,SegmentE3,SegmentA1,SegmentA2,US_Country,CA_Country,Industry,billingstatecode,total_engagements,first_engagement_date,last_engagement_date,engagement_length_days,engagement_count_lag_1,engagement_count_lag_2,engagement_count_lag_5,engagement_count_lag_7,engagement_count_rolling_avg_7,rolling_std_7,rolling_median_7,weekly_engagement_rate,cumulative_engagement_count,days_since_last_engagement,prev_engagement_type_0,prev_engagement_type_Campaign - Mailer,prev_engagement_type_Campaign - Other,prev_engagement_type_Campaign - Referral Program,prev_engagement_type_Campaign - Webinar,prev_engagement_type_Event - Roadshow,prev_engagement_type_Field Event,prev_engagement_type_Field Marketing,prev_engagement_type_GC,prev_engagement_type_Inbound Leads,prev_engagement_type_Partners,prev_engagement_type_SB,prev_engagement_type_webpage visit from ads,prev_engagement_type_webpage visits,avg_time_between_engagements,most_common_engagement_type_Campaign - Mailer,most_common_engagement_type_Campaign - Other,most_common_engagement_type_Campaign - Referral Program,most_common_engagement_type_Campaign - Webinar,most_common_engagement_type_Field Event,most_common_engagement_type_GC,most_common_engagement_type_Inbound Leads,most_common_engagement_type_Partners,most_common_engagement_type_webpage visit from ads,most_common_engagement_type_webpage visits,D&B_Score,target_met
1606,1,0,0,0,0,0,5.0,0,0,0,0,1,0,RetailTrade,MI,9,2023-02-15,2023-09-22,219,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.0,24.333333333333332,1,0,0,0,0,0,0,0,0,1,0,0,1,0,27.375,0,0,0,0,0,0,0,0,1,0,HIGH,0
1660,1,0,0,0,0,1,40.0,0,0,0,1,1,0,RetailTrade,MI,2,2022-09-29,2024-01-02,460,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,230.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,460.0,0,0,0,0,0,1,0,0,0,0,HIGH,0
1671,0,0,0,1,0,1,2400.0,1,0,0,0,1,0,RetailTrade,MI,89,2021-04-21,2023-12-06,959,0.9887640449438202,0.9775280898876404,0.9438202247191011,0.9213483146067416,0.9325842696629213,0.0,0.9325842696629213,0.9325842696629213,45.0,10.775280898876405,1,1,0,0,0,0,1,0,1,1,1,0,1,1,10.897727272727273,0,0,0,0,0,0,0,0,1,0,HIGH,0
1861,0,0,0,0,0,1,17.0,0,0,0,0,1,0,RetailTrade,NC,13,2022-11-08,2023-11-15,372,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.5384615384615384,7.0,28.615384615384617,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
1905,1,0,0,0,0,0,0.0,0,0,0,0,1,0,RetailTrade,NE,4,2021-08-18,2023-10-23,796,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,199.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,265.3333333333333,0,0,0,0,0,0,0,0,1,0,HIGH,0
2110,1,0,0,0,0,0,16.0,0,0,0,1,1,0,RetailTrade,NY,1,2021-10-07,2021-10-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2111,1,0,0,0,0,1,17.0,0,0,0,0,1,0,RetailTrade,NY,15,2023-01-23,2024-01-31,373,0.9333333333333333,0.8666666666666667,0.6666666666666666,0.5333333333333333,0.6,0.0,0.6,0.6,8.0,24.866666666666667,1,0,0,0,0,0,0,0,0,1,0,0,1,1,26.642857142857142,0,0,0,0,0,0,0,0,1,0,HIGH,0
2343,0,0,0,0,0,1,50.0,0,0,0,1,0,1,RetailTrade,ON,5,2022-12-01,2024-01-04,399,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,99.75,0,0,0,0,0,0,0,0,1,0,HIGH,0
2484,0,0,0,1,0,1,3800.0,0,0,0,1,0,1,RetailTrade,QC,13,2022-12-07,2023-12-20,378,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.5384615384615384,7.0,29.076923076923077,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31.5,0,0,0,0,0,0,0,0,1,0,HIGH,0
2532,1,0,0,0,0,1,35.0,0,0,0,1,1,0,RetailTrade,SC,29,2021-05-13,2023-06-09,757,0.9655172413793104,0.9310344827586207,0.8275862068965517,0.7586206896551724,0.7931034482758621,0.0,0.7931034482758621,0.7931034482758621,15.0,26.103448275862068,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27.035714285714285,0,0,0,0,0,0,0,0,1,0,HIGH,0
2649,1,0,0,0,0,0,5.0,0,0,0,0,1,0,RetailTrade,TX,5,2021-06-24,2023-09-12,810,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,162.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,202.5,0,0,0,0,0,0,0,0,1,0,HIGH,0
2729,1,0,0,0,0,1,16.0,0,0,0,0,1,0,RetailTrade,TX,342,2021-04-27,2024-02-28,1037,0.9970760233918129,0.9941520467836257,0.9853801169590644,0.97953216374269,0.9824561403508771,0.0,0.9824561403508771,0.9824561403508771,171.5,3.0321637426900585,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0410557184750733,0,0,0,0,0,0,0,0,1,0,HIGH,0
2739,1,0,0,0,0,0,24.0,0,0,0,0,1,0,RetailTrade,TX,2,2023-04-11,2023-07-07,87,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,43.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,87.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2862,1,0,0,0,0,0,17.0,0,0,1,0,1,0,RetailTrade,VA,2,2023-02-09,2023-02-09,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2868,1,0,0,0,0,1,28.0,0,0,1,0,1,0,RetailTrade,VA,153,2022-06-23,2024-03-06,622,0.9934640522875817,0.9869281045751634,0.9673202614379085,0.954248366013072,0.9607843137254902,0.0,0.9607843137254902,0.9607843137254902,77.0,4.065359477124183,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4.092105263157895,0,0,0,0,0,0,0,0,1,0,HIGH,0
20,1,0,0,0,0,0,5.0,0,0,0,0,1,0,PassengerTransit,NJ,1,2024-02-12,2024-02-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
158,0,0,0,0,1,1,125.0,0,1,0,0,1,0,PassengerTransit,MN,60,2021-04-22,2024-01-12,995,0.9833333333333333,0.9666666666666667,0.9166666666666666,0.8833333333333333,0.9,0.0,0.9,0.9,30.5,16.583333333333332,1,0,0,0,0,0,0,0,1,1,0,0,1,1,16.864406779661017,0,0,0,0,0,0,0,0,1,0,HIGH,1
233,1,0,0,0,0,0,14.0,0,0,1,0,1,0,PassengerTransit,CO,9,2022-12-06,2024-01-30,420,0.8888888888888888,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,5.0,46.666666666666664,1,0,1,0,1,0,0,0,0,1,0,0,0,1,52.5,0,0,0,1,0,0,0,0,0,0,HIGH,1
248,1,0,0,0,0,1,16.0,0,0,1,0,1,0,PassengerTransit,WY,2,2021-04-13,2021-12-02,233,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,116.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,233.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
349,1,0,0,0,0,0,14585824013270.0,0,0,0,0,1,0,PassengerTransit,AK,1,2021-08-09,2021-08-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
498,1,0,0,0,0,1,40.0,0,0,0,1,1,0,PassengerTransit,AZ,1,2023-12-06,2023-12-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,1,0,0,0,0,HIGH,0
594,1,0,0,0,0,0,2.0,0,0,0,0,1,0,PassengerTransit,CA,1,2022-12-14,2022-12-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
992,1,0,0,0,0,0,5.0,0,0,0,0,1,0,PassengerTransit,FL,2,2021-09-15,2022-03-30,196,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,98.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,196.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
1155,1,0,0,0,0,0,1.0,0,0,0,0,1,0,PassengerTransit,GA,13,2021-07-07,2023-06-16,709,0.9230769230769231,0.8461538461538461,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.0,0.5384615384615384,0.5384615384615384,7.0,54.53846153846154,1,0,0,0,0,0,0,0,0,0,0,0,1,0,59.083333333333336,0,0,0,0,0,0,0,0,1,0,HIGH,0
1297,1,0,0,0,0,1,40.0,0,0,0,1,1,0,PassengerTransit,IL,2,2023-06-29,2023-06-29,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,HIGH,0
1314,0,0,1,0,0,0,4.0,0,0,0,0,1,0,PassengerTransit,IN,1,2022-11-11,2022-11-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
1501,1,0,0,0,0,0,10.0,0,0,0,0,1,0,PassengerTransit,MA,1,2022-09-27,2022-09-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
1810,1,0,0,0,0,1,9.0,0,0,0,0,1,0,PassengerTransit,MT,1,2021-06-08,2021-06-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
1875,1,0,0,0,0,0,40.0,0,0,0,1,1,0,PassengerTransit,NC,2,2023-10-12,2023-10-23,11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0,0,0,0,0,1,0,0,0,0,HIGH,0
2137,1,0,0,0,0,1,85.0,0,0,0,1,1,0,PassengerTransit,NY,10,2021-06-28,2023-03-06,616,0.9,0.8,0.5,0.3,0.4,0.0,0.4,0.4,5.5,61.6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,68.44444444444444,0,0,0,0,0,0,0,0,1,0,HIGH,0
2412,1,0,0,0,0,0,6.0,0,0,0,0,1,0,PassengerTransit,PA,1,2021-12-01,2021-12-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2545,1,0,0,0,0,0,8.0,0,0,0,0,0,1,PassengerTransit,SK,382,2021-07-01,2024-03-04,977,0.9973821989528796,0.9947643979057592,0.9869109947643979,0.981675392670157,0.9842931937172775,0.0,0.9842931937172775,0.9842931937172775,191.5,2.5575916230366493,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5643044619422573,0,0,0,0,0,0,0,0,1,0,HIGH,0
5,1,0,0,0,0,0,3.0,0,0,0,0,1,0,MQOG,TX,1,2021-09-30,2021-09-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
215,1,0,0,0,0,1,10.0,0,0,0,0,0,1,MQOG,ON,1,2021-10-18,2021-10-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,1
299,1,0,0,0,0,1,35.0,0,0,0,1,1,0,MQOG,CA,30,2021-08-09,2023-10-31,813,0.9666666666666667,0.9333333333333333,0.8333333333333334,0.7666666666666667,0.8,0.0,0.8,0.8,15.5,27.1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,28.03448275862069,0,0,0,0,0,0,0,0,1,0,HIGH,1
306,1,0,0,0,0,1,63.0,0,0,0,1,1,0,MQOG,TX,14,2022-12-16,2023-11-28,347,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,7.5,24.785714285714285,1,0,1,0,0,0,0,0,0,1,0,0,1,0,26.692307692307693,0,0,0,0,0,0,0,0,1,0,HIGH,1
333,0,0,0,0,0,1,21.0,0,0,1,0,0,1,MQOG,AB,2,2023-04-24,2023-06-02,39,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2104,1,0,0,0,0,0,11.0,0,0,0,0,1,0,MQOG,NY,3,2022-11-22,2022-11-28,6,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,0,0,0,0,0,1,0,0,0,HIGH,0
2223,1,0,0,0,0,1,1.0,0,0,0,0,1,0,MQOG,OH,10,2021-06-21,2023-01-10,568,0.9,0.8,0.5,0.3,0.4,0.0,0.4,0.4,5.5,56.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,63.111111111111114,0,0,0,0,0,0,0,0,1,0,HIGH,0
2535,1,0,0,0,0,0,6.0,0,0,0,0,1,0,MQOG,SD,1,2021-08-31,2021-08-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2749,0,0,0,0,0,1,26.0,0,0,0,0,1,0,MQOG,TX,4,2021-06-21,2023-12-20,912,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,228.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,304.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2770,0,0,0,0,0,1,50.0,0,0,0,1,1,0,MQOG,TX,10,2021-04-26,2023-01-09,623,0.9,0.8,0.5,0.3,0.4,0.0,0.4,0.4,5.5,62.3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,69.22222222222223,0,0,0,0,0,0,0,0,1,0,HIGH,0
2791,1,0,0,0,0,1,49.0,0,1,0,0,1,0,MQOG,TX,1,2021-08-16,2021-08-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,0,0,1,0,HIGH,0
2792,1,0,0,0,0,1,55.0,0,0,0,1,1,0,MQOG,TX,14,2021-11-12,2023-11-27,745,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.5,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,7.5,53.214285714285715,1,0,0,0,0,0,0,0,0,0,0,0,1,1,57.30769230769231,0,0,0,0,0,0,0,0,1,0,HIGH,0
2793,1,0,0,0,0,1,55.0,0,1,0,0,1,0,MQOG,TX,3,2021-07-05,2022-07-08,368,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,122.66666666666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,184.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
2895,1,0,0,0,0,1,14585824013270.0,0,0,0,1,1,0,MQOG,WA,3,2021-08-14,2022-04-06,235,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.33333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,117.5,0,0,0,0,0,0,0,0,1,0,HIGH,0
83,1,0,0,0,0,0,20.0,0,0,0,0,1,0,Manufacturing,CA,2,2021-12-07,2024-03-05,819,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,409.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,819.0,0,0,0,0,1,0,0,0,0,0,HIGH,1
104,1,0,0,0,0,1,31.0,0,0,0,1,1,0,Manufacturing,TX,2,2022-07-15,2022-07-15,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
113,0,0,0,0,0,1,40.0,0,0,0,1,1,0,Manufacturing,KY,7,2022-12-13,2023-12-04,356,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,4.0,50.857142857142854,1,0,0,0,0,0,0,0,0,1,0,0,1,1,59.333333333333336,0,0,0,0,0,0,0,0,1,0,HIGH,1
116,0,0,0,0,0,1,44.0,0,0,0,1,1,0,Manufacturing,CA,6,2021-07-22,2024-02-01,924,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,154.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,184.8,0,0,0,0,0,0,0,0,1,0,HIGH,1
125,0,0,0,0,0,1,50.0,0,0,0,1,1,0,Manufacturing,TN,4,2023-07-22,2023-09-12,52,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,13.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,17.333333333333332,0,0,0,1,0,0,0,0,0,0,HIGH,1
159,0,0,0,1,0,1,500.0,0,1,0,0,1,0,Manufacturing,TX,17,2021-04-16,2023-10-19,916,0.9411764705882353,0.8823529411764706,0.7058823529411765,0.5882352941176471,0.6470588235294118,0.0,0.6470588235294118,0.6470588235294118,9.0,53.88235294117647,1,0,0,0,0,0,0,0,1,0,0,0,1,0,57.25,0,0,0,0,0,0,0,0,1,0,HIGH,1
177,1,0,0,0,0,1,90.0,0,0,0,1,1,0,Manufacturing,NJ,4,2021-06-18,2023-09-12,816,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,204.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,272.0,0,0,0,0,0,1,0,0,0,0,HIGH,1
180,0,0,0,0,0,1,180.0,0,1,0,0,1,0,Manufacturing,AL,3,2021-06-25,2023-06-01,706,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,235.33333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,1,353.0,1,0,0,0,0,0,0,0,0,0,HIGH,1
213,0,0,0,0,0,1,10.0,0,0,0,1,1,0,Manufacturing,IL,89,2022-03-31,2024-02-16,687,0.9887640449438202,0.9775280898876404,0.9438202247191011,0.9213483146067416,0.9325842696629213,0.0,0.9325842696629213,0.9325842696629213,45.0,7.719101123595506,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7.806818181818182,0,0,0,0,0,0,0,0,1,0,HIGH,1
273,1,0,0,0,0,1,48.0,1,0,0,0,1,0,Manufacturing,TX,6,2021-07-16,2022-08-26,406,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,67.66666666666667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,81.2,0,0,0,0,0,0,0,0,1,0,HIGH,1
285,0,0,0,0,0,1,100.0,0,1,0,0,1,0,Manufacturing,IL,37,2021-04-08,2023-11-02,938,0.972972972972973,0.9459459459459459,0.8648648648648649,0.8108108108108109,0.8378378378378378,0.0,0.8378378378378378,0.8378378378378378,19.0,25.35135135135135,1,1,1,1,1,0,0,0,0,0,0,0,1,1,26.055555555555557,0,0,0,0,0,0,0,0,1,0,HIGH,1
286,1,0,0,0,0,1,100.0,0,0,0,1,1,0,Manufacturing,MD,2,2023-03-01,2023-07-17,138,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,69.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,138.0,0,0,0,0,0,0,1,0,0,0,HIGH,1
300,0,0,0,0,0,1,35.0,0,0,0,1,1,0,Manufacturing,CA,85,2021-08-26,2024-02-22,910,0.9882352941176471,0.9764705882352941,0.9411764705882353,0.9176470588235294,0.9294117647058824,0.0,0.9294117647058824,0.9294117647058824,43.0,10.705882352941176,1,0,1,0,1,0,0,0,0,1,0,0,1,1,10.833333333333334,0,0,0,0,0,0,0,0,1,0,HIGH,1
311,0,0,0,0,0,1,75.0,0,0,0,1,1,0,Manufacturing,TX,6,2023-03-29,2023-09-13,168,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,28.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,33.6,0,0,0,0,0,0,0,0,1,0,HIGH,1
326,0,0,0,1,0,1,6.0,1,0,0,0,0,1,Manufacturing,AB,47,2021-06-23,2023-11-01,861,0.9787234042553191,0.9574468085106383,0.8936170212765957,0.851063829787234,0.8723404255319149,0.0,0.8723404255319149,0.8723404255319149,24.0,18.319148936170212,1,0,0,0,0,0,0,0,0,0,0,0,1,0,18.717391304347824,0,0,0,0,0,0,0,0,1,0,HIGH,0
476,1,0,0,0,0,1,19.0,0,0,0,0,1,0,Manufacturing,AZ,4,2023-03-13,2023-12-12,274,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,68.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,91.33333333333333,0,0,0,0,0,0,0,0,1,0,HIGH,0
779,1,0,0,0,0,0,22.0,0,0,0,0,1,0,Manufacturing,CA,3,2023-12-08,2023-12-21,13,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.5,0,0,0,0,0,0,1,0,0,0,HIGH,0
824,0,0,0,1,0,1,200.0,1,0,0,0,1,0,Manufacturing,CA,15,2022-09-19,2024-02-22,521,0.9333333333333333,0.8666666666666667,0.6666666666666666,0.5333333333333333,0.6,0.0,0.6,0.6,8.0,34.733333333333334,1,0,0,0,0,0,0,0,0,1,0,0,1,0,37.214285714285715,0,0,0,0,0,0,0,0,1,0,HIGH,0
859,0,0,0,0,0,1,35.0,0,0,0,1,1,0,Manufacturing,CA,7,2021-04-19,2022-06-01,408,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,4.0,58.285714285714285,1,0,1,0,0,0,0,0,0,0,1,0,1,0,68.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
1042,1,0,0,0,0,0,20.0,0,0,1,0,1,0,Manufacturing,FL,2,2022-08-26,2023-03-18,204,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,102.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,204.0,0,0,0,0,0,0,1,0,0,0,LOW,0
1084,0,0,0,0,0,1,74.0,0,0,0,1,1,0,Manufacturing,FL,6,2021-04-09,2023-10-16,920,0.8333333333333334,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,3.5,153.33333333333334,1,0,0,0,0,0,0,0,0,1,0,0,1,0,184.0,0,0,0,0,0,0,0,0,1,0,HIGH,0
1118,1,0,0,0,0,0,6.0,0,0,0,0,1,0,Manufacturing,GA,1,2021-12-30,2021-12-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
1158,0,0,0,0,1,1,130.0,0,0,0,1,1,0,Manufacturing,GA,170,2021-04-09,2023-12-20,985,0.9941176470588236,0.9882352941176471,0.9705882352941176,0.9588235294117647,0.9647058823529412,0.0,0.9647058823529412,0.9647058823529412,85.5,5.794117647058823,1,1,0,0,0,0,0,0,1,0,1,0,1,1,5.828402366863905,0,0,0,0,0,0,0,0,1,0,HIGH,0
1219,1,0,0,0,0,1,14585824013270.0,0,0,0,0,1,0,Manufacturing,IL,12,2021-04-12,2021-06-02,51,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.4166666666666667,0.5,0.0,0.5,0.5,6.5,4.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.636363636363637,0,0,0,0,0,0,0,0,1,0,HIGH,0
1515,0,0,0,1,0,1,31.0,0,0,0,1,1,0,Manufacturing,MA,23,2021-04-11,2023-06-08,788,0.9565217391304348,0.9130434782608695,0.782608695652174,0.6956521739130435,0.7391304347826086,0.0,0.7391304347826086,0.7391304347826086,12.0,34.26086956521739,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35.81818181818182,0,0,0,0,0,0,0,0,1,0,HIGH,0
1712,0,0,0,0,0,1,11.0,0,0,0,0,1,0,Manufacturing,MN,3,2022-07-18,2023-11-01,471,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,157.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,235.5,0,0,0,0,0,0,0,0,1,0,HIGH,0
1777,1,0,0,0,0,1,50.0,0,0,0,1,1,0,Manufacturing,MO,1,2023-10-19,2023-10-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2056,0,0,0,0,0,1,3.0,0,0,0,0,1,0,Manufacturing,NY,5,2021-07-04,2023-10-05,823,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,164.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,205.75,0,0,0,0,0,0,0,0,1,0,HIGH,0
2091,1,0,0,0,0,1,7.0,0,0,0,0,1,0,Manufacturing,NY,1,2022-07-06,2022-07-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48327576368627,0,0,0,0,0,0,1,0,0,0,HIGH,0
2207,1,0,0,0,0,1,32.0,0,0,0,1,1,0,Manufacturing,OH,766,2021-04-09,2024-03-06,1062,0.9986945169712794,0.9973890339425587,0.9934725848563969,0.9908616187989556,0.9921671018276762,0.0,0.9921671018276762,0.9921671018276762,383.5,1.3864229765013054,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.388235294117647,0,0,0,0,0,0,0,0,0,1,HIGH,0
